Team,Date,Opponent,Inn,Batter,Event,Sit Before,Sit After,Best Sit,Worst Sit,Success?,1B,Fielder,Pos,Hand,F/B,Direction,Distance,Velo
TBR,5/26,Royals,9,Bobby Witt Jr,4-3,111 2,000 3,000 3,011 2 +2,Yes,Yandy Diaz,Brandon Lowe,2B,RH,Back,S,Short,78
TBR,5/26,Royals,9,Maikel Garcia,1B,110 2,111 2,111 2,011 2 +1,Yes,Yandy Diaz,Brandon Lowe,2B,RH,Back,S,Stretch,78
TBR,5/31,Orioles,1,Gunnar Henderson,1B,000 0,100 0,100 0,100 0,Yes,Jonathan Aranda,Jose Caballero,SS,RH,Back,R,Long,83.3
TBR,6/9,Orioles,6,Ramon Urias,4-3,001 2,000 3,000 3,010 2 +1,Yes,Yandy Diaz,Brandon Lowe,2B,RH,Back,S,Long,78
TBR,6/11,Cubs,2,Dansby Swanson,5-3,000 1,000 2,000 2,100 1,Yes,Yandy Diaz,Isaac Paredes,3B,RH,Fore,S,Short,81.7
TBR,6/13,Cubs,3,Yan Gomes,5-3,000 1,000 2,000 2,100 1,Yes,Yandy Diaz,Isaac Paredes,3B,RH,Fore,S,Long,81.7
TBR,6/13,Cubs,6,Christopher Morel,5-3,000 0,000 1,000 1,100 0,Yes,Yandy Diaz,Isaac Paredes,3B,RH,Fore,L,Long,81.7
TBR,6/21,Pirates,2,Connor Joe,6-3,000 2,000 3,000 3,100 2,Yes,Yandy Diaz,Taylor Walls,SS,RH,Back,S,Long,83.3
TBR,6/23,Pirates,9,Connor Joe,5-3,000 0,000 1,000 1,100 0,Yes,Isaac Paredes,Jose Caballero,3B,RH,Back,S,Stretch,82.7
TBR,7/4,Royals,6,Nick Loftin,6-4 FC E4,110 1,100 2 +1,000 3,100 2 +1,No,Isaac Paredes,Richie Palacios,2B,RH,Back,R,Short,75.3
TBR,7/9,Yankees,8,Gleyber Torres,6-3,000 0,000 1,000 1,100 0,Yes,Yandy Diaz,Taylor Walls,SS,RH,Back,S,Long,83.3
TBR,7/10,Yankees,1,Ben Rice,5-3,100 2,000 3,000 3,011 2,Yes,Yandy Diaz,Isaac Paredes,3B,RH,Fore,S,Long,81.7
TBR,7/12,Guardians,2,Jhonkensy Noel,1B,000 0,100 0,100 0,100 0,Yes,Yandy Diaz,Taylor Walls,SS,RH,Back,S,Long,83.3
TBR,7/14,Guardians,1,Steven Kwan,5-3,000 0,000 1,000 1,100 0,Yes,Yandy Diaz,Isaac Paredes,3B,RH,Back,S,Short,81.7
TBR,7/21,Yankees,7,Gleyber Torres,4-6-3 DP,100 1,000 3,000 3,010 2,Yes,Isaac Paredes,Taylor Walls,SS,RH,Back,S,Short,83.3
TBR,7/24,Blue Jays,4,Alejandro Kirk,5-3,000 1,000 2,000 2,100 1,Yes,Isaac Paredes,Jose Caballero,3B,RH,Back,S,Stretch,82.7
TBR,7/26,Reds,2,Will Benson,6-3,000 2,000 3,000 3,100 2,Yes,Yandy Diaz,Taylor Walls,SS,RH,Back,S,Long,83.3
TBR,7/28,Reds,8,Elly De La Cruz,E5,000 1,100 1,000 2,100 1,No,Yandy Diaz,Isaac Paredes,3B,RH,Back,S,Long,81.7
TBR,8/2,Astros,3,Alex Bregman,1B,000 2,100 2,100 2,100 2,Yes,Yandy Diaz,Jose Caballero,SS,RH,Back,R,Long,83.3
TBR,8/11,Orioles,6,Gunnar Henderson,1B,000 0,100 0,100 0,100 0,Yes,Yandy Diaz,Curtis Mead,3B,RH,Back,S,Long,80.6
TBR,8/12,Astros,2,Jeremy Pena,5-3,000 0,000 1,000 1,100 0,Yes,Yandy Diaz,Jose Caballero,3B,RH,Back,S,Short,82.7
TBR,8/12,Astros,7,Jon Singleton,6-3,100 2,000 3,000 3,011 2,Yes,Yandy Diaz,Taylor Walls,SS,RH,Fore,S,Short,83.3
TBR,8/14,Astros,1,Alex Bregman,6-3,000 1,000 2,000 2,100 1,Yes,Yandy Diaz,Taylor Walls,SS,RH,Fore,S,Long,83.3
TBR,8/14,Astros,5,Jake Meyers,5-3,000 1,000 2,000 2,100 1,Yes,Yandy Diaz,Junior Caminero,3B,RH,Back,S,Short,84.8
TBR,8/16,Diamondbacks,1,Corbin Carroll,E5,000 0,100 0,000 1,100 0,No,Yandy Diaz,Junior Caminero,3B,RH,Fore,S,Stretch,84.8
TBR,8/16,Diamondbacks,7,Geraldo Perdomo,6-3,000 1,000 2,000 2,100 1,Yes,Yandy Diaz,Jose Caballero,SS,RH,Back,S,Long,83.3
TBR,8/19,A's,1,Shea Langeliers,6-3,000 2,000 3,000 3,100 2,Yes,Brandon Lowe,Taylor Walls,SS,RH,Back,S,Long,83.3
TBR,8/19,A's,4,Seth Brown,6-4-3 DP,100 0,000 2,000 2,100 1,Yes,Brandon Lowe,Jose Caballero,2B,RH,Back,S,Short,76.4
TBR,8/21,A's,7,Tyler Nevin,E5,000 0,100 0,000 1,100 0,No,Yandy Diaz,Junior Caminero,3B,RH,Fore,L,Short,84.8
TBR,8/21,A's,8,Miguel Andujar,1B 2-3,000 1,000 2,000 2,000 2,No,Yandy Diaz,Jose Caballero,3B,RH,Fore,L,Short,82.7
TBR,8/22,A's,2,Miguel Andujar,6-4-3 DP,110 1,000 3,000 3,010 2 +1,Yes,Brandon Lowe,Christopher Morel,2B,RH,Back,R,Stretch,84.2
TBR,8/22,A's,3,Shea Langeliers,6-3,000 1,000 2,000 2,100 1,Yes,Brandon Lowe,Taylor Walls,SS,RH,Fore,S,Long,83.3
TBR,8/24,Dodgers,6,Will Smith,1B E5,000 2,010 2,000 3,010 2,No,Yandy Diaz,Junior Caminero,3B,RH,Fore,S,Stretch,84.8
TBR,8/27,Mariners,7,Mitch Haniger,5-3,000 2,000 3,000 3,100 2,Yes,Yandy Diaz,Junior Caminero,3B,RH,Back,S,Stretch,84.8
TBR,8/28,Mariners,4,Randy Arozarena,1B,000 2,100 2,100 2,100 2,Yes,Yandy Diaz,Junior Caminero,3B,RH,Fore,S,Long,84.8
TBR,8/30,Padres,7,Mason McCoy,6-4-3 DP,100 0,000 2,000 2,010 1,Yes,Jonathan Aranda,Jose Caballero,2B,RH,Back,S,Stretch,76.4
TBR,8/30,Padres,8,Manny Machado,6-3,000 2,000 3,000 3,100 2,Yes,Jonathan Aranda,Taylor Walls,SS,RH,Back,S,Long,83.3
TBR,8/31,Padres,5,Mason McCoy,1B,000 1,100 1,100 1,100 1,Yes,Brandon Lowe,Junior Caminero,3B,RH,Back,R,Long,84.8
TBR,8/31,Padres,8,Xander Bogaerts,5-4 FC,100 0,100 1,000 2,100 1,No,Brandon Lowe,Christopher Morel,2B,RH,Back,R,Stretch,84.2
TBR,8/31,Padres,9,Jake Cronenworth,1B,110 2,111 2,111 2,011 2 +1,Yes,Brandon Lowe,Jose Caballero,SS,RH,Back,R,Long,83.3
TBR,9/2,Twins,4,Jose Miranda,6-4-3 DP,110 0,001 2,001 2,010 1 +1,Yes,Brandon Lowe,Christopher Morel,2B,RH,Back,R,Short,84.2
TBR,9/3,Twins,4,Brooks Lee,6-3,000 0,000 1,000 1,100 0,Yes,Jonathan Aranda,Jose Caballero,SS,RH,Back,S,Long,83.3
TBR,9/3,Twins,5,Michael Helman,1B,000 0,100 0,000 1,100 0,No,Jonathan Aranda,Christopher Morel,2B,RH,Fore,L,Stretch,84.2
TBR,9/6,Orioles,8,Emmanuel Rivera,1B,000 0,100 0,100 0,100 0,Yes,Jonathan Aranda,Jose Caballero,2B,RH,Fore,S,Stretch,76.4
TBR,9/9,Phillies,2,Johan Rojas,4-3,000 2,000 3,000 3,100 2,Yes,Yandy Diaz,Jose Caballero,2B,RH,Back,S,Stretch,76.4
TBR,9/13,Guardians,6,Brayan Rocchio,5-3,000 0,000 1,000 1,100 0,Yes,Jonathan Aranda,Junior Caminero,3B,RH,Back,S,Short,84.8
TBR,9/13,Guardians,7,Lane Thomas,4-6 FC E6,100 1,010 2,100 2,010 2,No,Jonathan Aranda,Taylor Walls,SS,RH,Fore,S,Stretch,83.3
TBR,9/25,Tigers,5,Riley Greene,4-3,100 2,000 3,000 3,011 2,Yes,Jonathan Aranda,Richie Palacios,2B,RH,Back,S,Stretch,75.3
TBR,9/26,Tigers,2,Colt Keith,6-3,000 1,000 2,000 2,100 1,Yes,Jonathan Aranda,Taylor Walls,SS,RH,Back,S,Short,83.3
TBR,9/28,Red Sox,2,Mickey Gasper,5-3,000 0,000 1,000 1,100 0,Yes,Jonathan Aranda,Junior Caminero,3B,RH,Back,S,Short,84.8
TBR,9/29,Red Sox,6,Mickey Gasper,6-4-3 DP,100 1,000 3,000 3,010 2,Yes,Jonathan Aranda,Richie Palacios,2B,RH,Back,S,Stretch,75.3
TEX,3/28,Cubs,5,Nick Madrigal,5-4-3 DP,100 1,000 3,000 3,010 2,Yes,Ezequiel Duran,Marcus Semien,2B,RH,Back,S,Stretch,76.3
TEX,3/30,Cubs,9,Christopher Morel,5-4-3 DP,100 1,000 3,000 3,010 2,Yes,Jared Walsh,Marcus Semien,2B,LH,Fore,R,Short,76.3
TEX,4/6,Astros,3,Yainer Diaz,E6,111 2,101 2 +2,000 3,101 2 +2,No,Jared Walsh,Corey Seager,SS,LH,Fore,R,Short,80.8
TEX,4/8,Astros,6,Chas McCormick,4-3,000 2,000 3,000 3,100 2,Yes,Jared Walsh,Marcus Semien,2B,LH,Back,S,Short,76.3
TEX,4/9,A's,8,Zack Gelof,6-3,000 1,000 2,000 2,100 1,Yes,Ezequiel Duran,Josh Smith,SS,RH,Fore,S,Stretch,83.1
TEX,4/18,Tigers,5,Carson Kelly,5-3,010 2,000 3,000 3,010 2 +1,Yes,Ezequiel Duran,Josh Smith,3B,RH,Back,S,Stretch,83.2
TEX,4/20,Braves,1,Ronald Acuna Jr,1B,000 0,100 0,100 0,100 0,Yes,Nate Lowe,Josh Smith,3B,RH,Back,S,Long,83.2
TEX,4/26,Reds,1,Jonathan India,5-3,011 2,000 3,000 3,010 2 +2,Yes,Nate Lowe,Josh Smith,3B,RH,Back,S,Long,83.2
TEX,4/26,Reds,6,Jonathan India,1B,000 1,100 1,100 1,100 1,Yes,Nate Lowe,Corey Seager,SS,RH,Fore,L,Stretch,80.8
TEX,4/28,Reds,6,Spencer Steer,1B E6,011 1,100 1 +2,001 2 +1,100 1 +2,No,Nate Lowe,Corey Seager,SS,RH,Back,S,Stretch,80.8
TEX,5/1,Nationals,7,Joey Meneses,5-3,100 1,010 2,010 2,011 1,Yes,Nate Lowe,Josh Smith,3B,RH,Back,S,Long,83.2
TEX,5/1,Nationals,7,Nick Senzel,1B,000 0,100 0,100 0,100 0,Yes,Nate Lowe,Corey Seager,SS,RH,Fore,L,Long,80.8
TEX,5/3,Royals,6,Salvador Perez,6-4-3 DP,100 0,000 2,000 2,010 1,Yes,Nate Lowe,Marcus Semien,2B,RH,Back,S,Short,76.3
TEX,5/3,Royals,8,Dairon Blanco,4-3,000 0,000 1,000 1,100 0,Yes,Nate Lowe,Marcus Semien,2B,RH,Back,S,Short,76.3
TEX,5/5,Royals,9,Hunter Renfroe,5-3,000 2,000 3,000 3,100 2,Yes,Nate Lowe,Davis Wendzel,3B,RH,Back,R,Stretch,84.2
TEX,5/6,A's,4,Shea Langeliers,4-3,010 2,000 3,000 3,010 2 +1,Yes,Nate Lowe,Marcus Semien,2B,RH,Back,R,Short,76.3
TEX,5/7,A's,4,Max Schuemann,E6,000 0,100 0,000 1,100 0,No,Nate Lowe,Josh Smith,SS,RH,Back,R,Stretch,83.1
TEX,5/8,A's,5,JJ Bleday,1B,000 2,100 2,100 2,100 2,Yes,Nate Lowe,Corey Seager,SS,RH,Back,S,Stretch,80.8
TEX,5/13,Guardians,6,Brayan Rocchio,6-3,000 0,000 1,000 1,100 0,Yes,Nate Lowe,Corey Seager,SS,RH,Back,S,Stretch,80.8
TEX,5/13,Guardians,9,Brayan Rocchio,1B,000 1,100 1,100 1,100 1,Yes,Nate Lowe,Josh Smith,3B,RH,Fore,S,Long,83.2
TEX,5/22,Phillies,4,Bryson Stott,6-3,000 0,000 1,000 1,100 0,Yes,Nate Lowe,Corey Seager,SS,RH,Back,S,Short,80.8
TEX,5/26,Twins,2,Jose Miranda,5-3,100 1,010 2,010 2,011 1,Yes,Nate Lowe,Josh Smith,3B,RH,Back,S,Short,83.2
TEX,6/4,Tigers,3,Wenceel Perez,E5,000 2,100 2,000 3,100 2,No,Nate Lowe,Josh Smith,3B,RH,Back,R,Stretch,83.2
TEX,6/5,Tigers,3,Jake Rogers,6-3,000 2,000 3,000 3,100 2,Yes,Nate Lowe,Josh Smith,SS,RH,Fore,S,Short,83.1
TEX,6/8,Giants,4,Thairo Estrada,5-3,000 2,000 3,000 3,100 2,Yes,Nate Lowe,Ezequiel Duran,3B,RH,Fore,S,Short,83.2
TEX,6/8,Giants,8,Michael Conforto,4-3,000 2,000 3,000 3,100 2,Yes,Nate Lowe,Marcus Semien,2B,RH,Back,S,Stretch,76.3
TEX,6/9,Giants,3,Wilmer Flores,4-3,110 2,000 3,000 3,011 2 +1,Yes,Nate Lowe,Marcus Semien,2B,RH,Back,S,Short,76.3
TEX,6/16,Mariners,1,Julio Rodriguez,1B,000 2,100 2,100 2,100 2,Yes,Nate Lowe,Corey Seager,SS,RH,Back,S,Long,80.8
TEX,6/23,Royals,6,Nick Loftin,6-3,000 2,000 3,000 3,100 2,Yes,Nate Lowe,Corey Seager,SS,RH,Fore,S,Long,80.8
TEX,6/27,Orioles,3,Jordan Westburg,5-3,000 2,000 3,000 3,100 2,Yes,Nate Lowe,Josh Smith,3B,RH,Fore,S,Long,83.2
TEX,7/5,Rays,3,Yandy Diaz,5-3,000 2,000 3,000 3,100 2,Yes,Nate Lowe,Jonathan Ornelas,3B,RH,Back,S,Long,85.6
TEX,7/6,Rays,6,Isaac Paredes,5-3,000 1,000 2,000 2,100 1,Yes,Nate Lowe,Jonathan Ornelas,3B,RH,Back,S,Long,85.6
TEX,7/20,Orioles,1,Gunnar Henderson,5-3,000 0,000 1,000 1,100 0,Yes,Nate Lowe,Josh Smith,3B,RH,Back,S,Short,83.2
TEX,7/21,Orioles,5,Adley Rutschman,5-3,010 2,000 3,000 3,010 2 +1,Yes,Nate Lowe,Josh Smith,3B,RH,Fore,S,Long,83.2
TEX,7/26,Blue Jays,5,Vladimir Guerrero Jr,1B,000 1,100 1,100 1,100 1,Yes,Nate Lowe,Corey Seager,SS,RH,Back,S,Long,80.8
TEX,7/26,Blue Jays,6,Davis Schneider,6-3,000 1,000 2,000 2,100 1,Yes,Nate Lowe,Corey Seager,SS,RH,Back,S,Short,80.8
TEX,8/11,Yankees,6,Gleyber Torres,1B,000 0,100 0,000 1,100 0,No,Nate Lowe,Josh Jung,3B,RH,Back,S,Short,79.8
TEX,8/17,Twins,9,Jose Miranda,6-3,000 0,000 1,000 1,100 0,Yes,Nate Lowe,Corey Seager,SS,RH,Back,S,Long,80.8
TEX,8/19,Pirates,4,Joey Bart,1B,000 0,100 0,100 0,100 0,Yes,Nate Lowe,Josh Jung,3B,RH,Back,S,Long,79.8
TEX,8/27,White Sox,5,Corey Julks,5-3,000 1,000 2,000 2,100 1,Yes,Nate Lowe,Josh Jung,3B,RH,Fore,S,Short,79.8
TEX,8/30,A's,3,Shea Langeliers,E6,000 2,100 2,000 3,100 2,No,Nate Lowe,Ezequiel Duran,SS,RH,Back,S,Stretch,86
TEX,9/2,Yankees,8,Alex Verdugo,6-3,001 2,000 3,000 3,010 2 +1,Yes,Nate Lowe,Josh Smith,SS,RH,Back,S,Stretch,83.1
TEX,9/5,Angels,6,Nolan Schanuel,6-3,000 1,000 2,000 2,100 1,Yes,Nate Lowe,Josh Smith,SS,RH,Back,S,Short,83.1
TEX,9/13,Mariners,1,Victor Robles,1B,000 0,100 0,000 1,100 0,No,Nate Lowe,Josh Smith,SS,RH,Fore,S,Stretch,83.1
TEX,9/21,Mariners,3,JP Crawford,6-3,110 2,000 3,000 3,011 2 +1,Yes,Nate Lowe,Josh Smith,SS,RH,Fore,S,Stretch,83.1
TEX,9/24,A's,6,Shea Langeliers,E6,000 0,100 0,000 1,100 0,No,Nate Lowe,Josh Smith,SS,RH,Back,S,Long,83.1
TEX,9/24,A's,8,Tyler Soderstrom,4-3,100 2,000 3,000 3,011 2,Yes,Nate Lowe,Marcus Semien,2B,RH,Back,S,Short,76.3
TOR,3/29,Rays,5,Yandy Diaz,1B E6,000 1,010 1,000 2,010 1,No,Vladimir Guerrero Jr,Bo Bichette,SS,RH,Back,R,Long,83.3
TOR,4/1,Astros,8,Grae Kessinger,6-3,100 2,000 3,000 3,011 2,Yes,Vladimir Guerrero Jr,Ernie Clement,SS,RH,Back,S,Long,82.3
TOR,4/2,Astros,9,Yainer Diaz,1B,000 0,100 0,000 1,100 0,No,Vladimir Guerrero Jr,Bo Bichette,SS,RH,Back,R,Stretch,83.3
TOR,4/5,Yankees,1,Juan Soto,4-3,000 1,000 2,000 2,100 1,Yes,Vladimir Guerrero Jr,Cavan Biggio,2B,RH,Back,S,Short,76
TOR,4/10,Mariners,7,Dylan Moore,5-4 FC,100 1,100 2,100 2,010 2,Yes,Justin Turner,Cavan Biggio,2B,RH,Back,S,Short,76
TOR,4/14,Rockies,4,Brendan Rodgers,5-3,000 2,000 3,000 3,100 2,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Fore,L,Long,82.5
TOR,4/21,Padres,5,Jackson Merrill,1B,000 0,100 0,100 0,100 0,Yes,Vladimir Guerrero Jr,Bo Bichette,SS,RH,Back,S,Stretch,83.3
TOR,4/23,Royals,1,Bobby Witt Jr,1B,100 0,110 0,110 0,110 0,No,Vladimir Guerrero Jr,Isiah Kiner-Falefa,3B,RH,Fore,S,Long,78.4
TOR,4/24,Royals,1,MJ Melendez,5U FC,110 1,110 2,110 2,011 2,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Back,S,Stretch,82.5
TOR,4/26,Dodgers,6,Max Muncy,1B E4,010 0,010 0 +1,001 1,010 0 +1,No,Vladimir Guerrero Jr,Cavan Biggio,2B,RH,Back,S,Stretch,76
TOR,4/27,Dodgers,7,Teoscar Hernandez,6-3,101 2,000 3,000 3,011 2 +1,Yes,Vladimir Guerrero Jr,Bo Bichette,SS,RH,Back,R,Short,83.3
TOR,5/7,Phillies,8,Kody Clemens,5-3,001 0,000 1,000 1,010 0 +1,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Fore,S,Stretch,82.5
TOR,5/10,Twins,7,Jose Miranda,5-3,000 0,000 1,000 1,100 0,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Back,S,Long,82.5
TOR,5/17,Rays,5,Jonny DeLuca,1B,010 1,101 1,101 1,010 1 +1,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Back,S,Stretch,82.5
TOR,5/18,Rays,5,Jose Siri,6-3,000 2,000 3,000 3,100 2,Yes,Vladimir Guerrero Jr,Bo Bichette,SS,RH,Back,S,Stretch,83.3
TOR,5/18,Rays,9,Jonathan Aranda,4-3,000 0,000 1,000 1,100 0,Yes,Vladimir Guerrero Jr,Davis Schneider,2B,RH,Back,L,Long,74.2
TOR,5/21,White Sox,2,Korey Lee,E5,000 0,100 0,000 1,100 0,No,Justin Turner,Ernie Clement,3B,RH,Back,S,Long,82.5
TOR,5/21,White Sox,4,Danny Mendick,1B,010 2,101 2,000 3,101 2,No,Justin Turner,Ernie Clement,3B,RH,Back,S,Long,82.5
TOR,5/23,Tigers,9,Wenceel Perez,5-3 DP,110 0,010 2,010 2,011 1,Yes,Vladimir Guerrero Jr,Isiah Kiner-Falefa,3B,RH,Back,S,Stretch,78.4
TOR,5/24,Tigers,3,Carson Kelly,1B,000 1,100 1,100 1,100 1,Yes,Vladimir Guerrero Jr,Bo Bichette,SS,RH,Fore,L,Long,83.3
TOR,6/1,Pirates,3,Bryan Reynolds,4-3,000 0,000 1,000 1,100 0,Yes,Vladimir Guerrero Jr,Cavan Biggio,2B,RH,Back,S,Stretch,76
TOR,6/3,Orioles,5,Ryan Mountcastle,E6,000 2,100 2,000 3,100 2,No,Vladimir Guerrero Jr,Bo Bichette,SS,RH,Back,S,Stretch,83.3
TOR,6/21,Guardians,3,Austin Hedges,6-3,000 1,000 2,000 2,100 1,Yes,Vladimir Guerrero Jr,Isiah Kiner-Falefa,SS,RH,Fore,S,Long,79.1
TOR,6/24,Red Sox,9,Ceddanne Rafaela,1B,000 0,100 0,100 0,100 0,Yes,Vladimir Guerrero Jr,Spencer Horwitz,2B,RH,Back,S,Long,74.9
TOR,6/27,Yankees,9,Jahmai Jones,1B,000 1,100 1,100 1,100 1,Yes,Spencer Horwitz,Ernie Clement,3B,RH,Back,R,Long,82.5
TOR,6/30,Yankees,7,Anthony Volpe,5-3,000 2,000 3,000 3,100 2,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Back,S,Stretch,82.5
TOR,6/30,Yankees,8,Juan Soto,6-3,000 0,000 1,000 1,100 0,Yes,Vladimir Guerrero Jr,Isiah Kiner-Falefa,SS,RH,Back,S,Stretch,79.1
TOR,7/2,Astros,5,Jon Singleton,1B,000 0,100 0,100 0,100 0,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Back,S,Long,82.5
TOR,7/5,Mariners,3,Julio Rodriguez,1B,100 2,110 2,110 2,011 2,Yes,Spencer Horwitz,Ernie Clement,3B,RH,Back,R,Long,82.5
TOR,7/12,Diamondbacks,6,Kevin Newman,6-3,000 2,000 3,000 3,100 2,Yes,Justin Turner,Leo Jimenez,SS,RH,Back,S,Long,80.7
TOR,7/13,Diamondbacks,7,Christian Walker,1B 3-5,100 2,000 3,000 3,011 2,Yes,Vladimir Guerrero Jr,Leo Jimenez,SS,RH,Back,R,Long,80.7
TOR,7/24,Rays,9,Jose Caballero,5-3,010 2,000 3,000 3,010 2 +1,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Back,S,Stretch,82.5
TOR,7/25,Rays,4,Richie Palacios,4-3,100 2,000 3,000 3,011 2,Yes,Vladimir Guerrero Jr,Spencer Horwitz,2B,RH,Fore,S,Stretch,74.9
TOR,7/28,Rangers,1,Marcus Semien,E5,000 0,100 0,000 1,100 0,No,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Back,S,Short,82.5
TOR,7/28,Rangers,9,Marcus Semien,6-3,000 1,000 2,000 2,100 1,Yes,Vladimir Guerrero Jr,Leo Jimenez,SS,RH,Fore,S,Short,80.7
TOR,7/29,Orioles,3,James McCann,6-3,000 2,000 3,000 3,100 2,Yes,Spencer Horwitz,Leo Jimenez,SS,RH,Back,S,Short,80.7
TOR,8/6,Orioles,6,Ramon Urias,4-3,000 1,000 2,000 2,100 1,Yes,Vladimir Guerrero Jr,Leo Jimenez,2B,RH,Back,S,Stretch,74.5
TOR,8/10,A's,6,Miguel Andujar,6-3,000 0,000 1,000 1,100 0,Yes,Vladimir Guerrero Jr,Leo Jimenez,SS,RH,Back,S,Long,80.7
TOR,8/12,Angels,5,Anthony Rendon,5-3,000 1,000 2,000 2,100 1,Yes,Spencer Horwitz,Ernie Clement,3B,RH,Fore,S,Stretch,82.5
TOR,8/12,Angels,8,Kevin Pillar,4-3,100 2,000 3,000 3,011 2,Yes,Spencer Horwitz,Will Wagner,2B,RH,Back,S,Short,79.3
TOR,8/13,Angels,3,Nolan Schanuel,6-3,000 0,000 1,000 1,100 0,Yes,Vladimir Guerrero Jr,Leo Jimenez,SS,RH,Back,S,Long,80.7
TOR,8/18,Cubs,2,Dansby Swanson,6-3,000 2,000 3,000 3,100 2,Yes,Vladimir Guerrero Jr,Ernie Clement,SS,RH,Back,S,Stretch,82.3
TOR,8/20,Reds,2,Spencer Steer,4-3,000 1,000 2,000 2,100 1,Yes,Spencer Horwitz,Will Wagner,2B,RH,Fore,S,Short,79.3
TOR,8/23,Angels,4,Jo Adell,6-3,000 2,000 3,000 3,100 2,Yes,Spencer Horwitz,Ernie Clement,SS,RH,Back,S,Long,82.3
TOR,8/30,Twins,8,Royce Lewis,1-4-3 DP,100 0,000 2,000 2,010 1,Yes,Spencer Horwitz,Will Wagner,2B,RH,Fore,S,Short,79.3
TOR,9/6,Braves,3,Jorge Soler,5-3,000 0,000 1,000 1,100 0,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Fore,S,Stretch,82.5
TOR,9/6,Braves,5,Matt Olson,5-3,000 2,000 3,000 3,100 2,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Fore,S,Stretch,82.5
TOR,9/10,Mets,5,Pete Alonso,4-3,100 2,000 3,000 3,011 2,Yes,Vladimir Guerrero Jr,Davis Schneider,2B,RH,Fore,S,Long,74.2
TOR,9/17,Rangers,2,Josh Jung,5-3,000 0,000 1,000 1,100 0,Yes,Vladimir Guerrero Jr,Ernie Clement,3B,RH,Back,S,Short,82.5
TOR,9/17,Rangers,2,Leody Taveras,4-3,000 2,000 3,000 3,100 2,Yes,Vladimir Guerrero Jr,Leo Jimenez,2B,RH,Back,S,Stretch,74.5
TOR,9/19,Rangers,4,Josh Smith,6-3,000 1,000 2,000 2,100 1,Yes,Spencer Horwitz,Ernie Clement,SS,RH,Back,S,Stretch,82.3
TOR,9/20,Rays,6,Junior Caminero,6-3,000 0,000 1,000 1,100 0,Yes,Vladimir Guerrero Jr,Ernie Clement,SS,RH,Fore,S,Stretch,82.3
TOR,9/27,Marlins,9,Xavier Edwards,1B,000 1,100 1,100 1,100 1,Yes,Luis De Los Santos,Davis Schneider,2B,RH,Fore,L,Long,74.2
TOR,9/29,Marlins,2,Nick Fortes,1B,000 2,100 2,100 2,100 2,Yes,Spencer Horwitz,Davis Schneider,2B,RH,Back,S,Long,74.2
WSN,3/30,Reds,1,Christian Encarnacion-Strand,5-3,000 2,000 3,000 3,100 2,Yes,Joey Gallo,Trey Lipscomb,3B,RH,Back,S,Long,90.3
WSN,3/30,Reds,2,Santiago Espinal,1B,000 1,100 1,100 1,100 1,Yes,Joey Gallo,Trey Lipscomb,3B,RH,Fore,L,Long,90.3
WSN,3/30,Reds,9,Tyler Stephenson,5-3,100 2,000 3,000 3,011 2,Yes,Joey Gallo,Trey Lipscomb,3B,RH,Back,S,Stretch,90.3
WSN,3/31,Reds,1,Jonathan India,6-3,000 0,000 1,000 1,100 0,Yes,Joey Gallo,CJ Abrams,SS,RH,Fore,S,Long,86.1
WSN,3/31,Reds,8,Spencer Steer,5-3,001 2,000 3,000 3,010 2 +1,Yes,Joey Gallo,Trey Lipscomb,3B,RH,Back,S,Stretch,90.3
WSN,4/1,Pirates,2,Bryan Reynolds,5-3,111 1,011 2 +1,011 2 +1,011 1 +2,Yes,Joey Meneses,Trey Lipscomb,3B,RH,Fore,L,Short,90.3
WSN,4/1,Pirates,5,Edward Olivares,5-3,110 2,000 3,000 3,011 2 +1,Yes,Joey Meneses,Trey Lipscomb,3B,RH,Back,S,Long,90.3
WSN,4/4,Pirates,8,Jared Triolo,1B,000 1,100 1,100 1,100 1,Yes,Joey Gallo,CJ Abrams,SS,RH,Fore,L,Long,86.1
WSN,4/5,Phillies,1,JT Realmuto,4-3,010 2,000 3,000 3,010 2 +1,Yes,Joey Gallo,Luis Garcia Jr,2B,RH,Fore,S,Long,77.9
WSN,4/8,Giants,5,Wilmer Flores,5-4-3 DP,100 1,000 3,000 3,010 2,Yes,Joey Gallo,Luis Garcia Jr,2B,RH,Back,S,Stretch,77.9
WSN,4/9,Giants,6,Mike Yastrzemski,6-4 FC,100 1,100 2,100 2,010 2,Yes,Joey Meneses,Ildemaro Vargas,2B,RH,Fore,S,Long,74.1
WSN,4/9,Giants,7,Michael Conforto,6-3,000 2,000 3,000 3,100 2,Yes,Joey Meneses,CJ Abrams,SS,RH,Back,S,Long,86.1
