Team,Date,Opponent,Inn,Batter,Event,Sit Before,Sit After,Best Sit,Worst Sit,Success?,1B,Fielder,Pos,Hand,F/B,Direction,Distance,Velo
MIL,7/7,Dodgers,4,Miguel Vargas,5-3,000 0,000 1,000 1,100 0,Yes,Rhys Hoskins,Vinny Capra,3B,RH,Back,S,Long,81.2
MIL,7/9,Pirates,8,Joey Bart,5-3,000 0,000 1,000 1,100 0,Yes,Rhys Hoskins,Vinny Capra,3B,RH,Fore,S,Stretch,81.2
MIL,7/11,Pirates,5,Ke'Bryan Hayes,5-3,000 0,000 1,000 1,100 0,Yes,Jake Bauers,Andruw Monasterio,3B,LH,Back,S,Short,82
MIL,7/22,Cubs,5,Nico Hoerner,5-3,000 0,000 1,000 1,100 0,Yes,Rhys Hoskins,Joey Ortiz,3B,RH,Back,S,Stretch,84.5
MIL,7/22,Cubs,6,Dansby Swanson,1B,000 1,100 1,000 2,100 1,No,Rhys Hoskins,Joey Ortiz,3B,RH,Fore,S,Long,84.5
MIL,8/3,Nationals,7,Juan Yepez,5-3,000 1,000 2,000 2,100 1,Yes,Rhys Hoskins,Joey Ortiz,3B,RH,Back,S,Stretch,84.5
MIL,8/6,Braves,1,Jorge Soler,1B,000 0,100 0,100 0,100 0,Yes,Jake Bauers,Joey Ortiz,3B,LH,Fore,S,Long,84.5
MIL,8/9,Reds,9,Noelvi Marte,5-3,000 1,000 2,000 2,100 1,Yes,Rhys Hoskins,Joey Ortiz,3B,RH,Fore,S,Stretch,84.5
MIL,8/11,Reds,4,Spencer Steer,E6,000 0,100 0,000 1,100 0,No,Rhys Hoskins,Willy Adames,SS,RH,Fore,S,Stretch,88.2
MIL,8/20,Cardinals,3,Paul Goldschmidt,5-3,000 0,000 1,000 1,100 0,Yes,Rhys Hoskins,Joey Ortiz,3B,RH,Fore,S,Long,84.5
MIL,8/23,A's,3,Miguel Andujar,6-3,000 2,000 3,000 3,100 2,Yes,Rhys Hoskins,Willy Adames,SS,RH,Back,R,Long,88.2
MIL,8/30,Reds,3,Ty France,5-3,000 2,000 3,000 3,100 2,Yes,Rhys Hoskins,Joey Ortiz,3B,RH,Fore,L,Short,84.5
MIL,9/3,Cardinals,6,Paul Goldschmidt,E5,000 1,100 1,000 2,100 1,No,Rhys Hoskins,Joey Ortiz,3B,RH,Fore,S,Short,84.5
MIL,9/3,Cardinals,8,Brendan Donovan,6-3,000 1,000 2,000 2,100 1,Yes,Rhys Hoskins,Willy Adames,SS,RH,Fore,S,Long,88.2
MIL,9/4,Cardinals,5,Nolan Arenado,E4,000 2,100 2,000 3,100 2,No,Jake Bauers,Brice Turang,2B,LH,Back,S,Short,80
MIL,9/10,Giants,9,Heliot Ramos,1B,000 0,100 0,000 1,100 0,No,Jake Bauers,Willy Adames,SS,LH,Fore,R,Long,88.2
MIL,9/11,Giants,5,Jerar Encarnacion,4-3,000 0,000 1,000 1,100 0,Yes,Rhys Hoskins,Isaac Collins,2B,RH,Back,R,Short,84.1
MIL,9/12,Giants,1,Heliot Ramos,5-3,000 2,000 3,000 3,100 2,Yes,Rhys Hoskins,Joey Ortiz,3B,RH,Back,S,Short,84.5
MIL,9/15,Diamondbacks,9,Kevin Newman,5-3,000 2,000 3,000 3,100 2,Yes,Rhys Hoskins,Joey Ortiz,3B,RH,Back,S,Long,84.5
MIL,9/20,Diamondbacks,7,Gabriel Moreno,5-3,100 2,000 3,000 3,011 2,Yes,Rhys Hoskins,Joey Ortiz,3B,RH,Back,S,Short,84.5
MIL,9/26,Pirates,6,Andrew McCutchen,4-3,000 1,000 2,000 2,100 1,Yes,Rhys Hoskins,Brice Turang,2B,RH,Back,S,Long,80
MIL,9/27,Mets,5,Tyrone Taylor,5-3,000 0,000 1,000 1,100 0,Yes,Rhys Hoskins,Joey Ortiz,3B,RH,Back,S,Short,84.5
MIL,9/27,Mets,5,Francisco Lindor,1B,000 1,100 1,100 1,100 1,Yes,Rhys Hoskins,Joey Ortiz,3B,RH,Back,S,Long,84.5
MIN,3/28,Royals,2,Hunter Renfroe,6-3,010 0,010 1,010 1,010 0 +1,Yes,Carlos Santana,Carlos Correa,SS,RH,Back,S,Long,88.5
MIN,3/28,Royals,4,Hunter Renfroe,6-3,000 2,000 3,000 3,100 2,Yes,Carlos Santana,Carlos Correa,SS,RH,Back,S,Long,88.5
MIN,3/31,Royals,1,Maikel Garcia,4-3,000 0,000 1,000 1,100 0,Yes,Carlos Santana,Edouard Julien,2B,RH,Back,S,Stretch,79.8
MIN,4/12,Tigers,3,Mark Canha,6-3,000 2,000 3,000 3,100 2,Yes,Carlos Santana,Willi Castro,SS,RH,Back,S,Long,86.7
MIN,4/22,White Sox,2,Andrew Vaughn,5-3,000 1,000 2,000 2,100 1,Yes,Alex Kirilloff,Jose Miranda,3B,LH,Back,S,Short,81.2
MIN,4/23,White Sox,3,Martin Maldonado,6-3,000 1,000 2,000 2,100 1,Yes,Carlos Santana,Willi Castro,SS,RH,Back,S,Long,86.7
MIN,4/28,Angels,6,Brandon Drury,6-3,000 1,000 2,000 2,100 1,Yes,Carlos Santana,Willi Castro,SS,RH,Back,S,Long,86.7
MIN,4/30,White Sox,6,Nicky Lopez,5-3,000 1,000 2,000 2,100 1,Yes,Carlos Santana,Kyle Farmer,3B,RH,Back,S,Stretch,80.7
MIN,5/1,White Sox,5,Paul DeJong,1B,000 1,100 1,000 2,100 1,No,Carlos Santana,Carlos Correa,SS,RH,Fore,S,Long,88.5
MIN,5/3,Red Sox,9,Garrett Cooper,5-3,000 1,000 2,000 2,100 1,Yes,Carlos Santana,Kyle Farmer,3B,RH,Back,R,Short,80.7
MIN,5/7,Mariners,7,Mitch Garver,1B,000 0,100 0,100 0,100 0,Yes,Carlos Santana,Carlos Correa,SS,RH,Fore,S,Stretch,88.5
MIN,5/8,Mariners,5,Cal Raleigh,4-3,110 2,000 3,000 3,011 2 +1,Yes,Alex Kirilloff,Edouard Julien,2B,LH,Fore,R,Short,79.8
MIN,5/17,Guardians,6,Andres Gimenez,1B,000 0,100 0,100 0,100 0,Yes,Carlos Santana,Jose Miranda,3B,RH,Back,S,Stretch,81.2
MIN,5/20,Nationals,8,Joey Meneses,5-3,011 2,000 3,000 3,010 2 +2,Yes,Carlos Santana,Jose Miranda,3B,RH,Fore,S,Long,81.2
MIN,5/31,Astros,2,Mauricio Dubon,1B,100 1,110 1,110 1,011 1,Yes,Alex Kirilloff,Jose Miranda,3B,LH,Fore,S,Long,81.2
MIN,6/4,Yankees,4,Gleyber Torres,5-3,000 1,000 2,000 2,100 1,Yes,Jose Miranda,Royce Lewis,3B,RH,Back,S,Stretch,83.4
MIN,6/6,Yankees,4,Anthony Volpe,1B,000 1,100 1,000 2,100 1,No,Carlos Santana,Carlos Correa,SS,RH,Back,S,Stretch,88.5
MIN,6/8,Pirates,7,Yasmani Grandal,E5,000 1,100 1,000 2,100 1,No,Jose Miranda,Royce Lewis,3B,RH,Back,S,Stretch,83.4
MIN,6/9,Pirates,3,Henry Davis,6-3,000 0,000 1,000 1,100 0,Yes,Carlos Santana,Carlos Correa,SS,RH,Back,S,Long,88.5
MIN,6/9,Pirates,4,Nick Gonzales,1B,000 2,100 2,100 2,100 2,Yes,Carlos Santana,Jose Miranda,3B,RH,Back,S,Short,81.2
MIN,6/11,Rockies,8,Jacob Stallings,1B,000 2,100 2,000 3,100 2,No,Carlos Santana,Carlos Correa,SS,RH,Fore,S,Long,88.5
MIN,6/19,Rays,3,Yandy Diaz,5-3,000 0,000 1,000 1,100 0,Yes,Carlos Santana,Royce Lewis,3B,RH,Fore,S,Long,83.4
MIN,6/19,Rays,10,Jonny DeLuca,E5,010 2,010 2 +1,000 3,010 2 +1,No,Carlos Santana,Royce Lewis,3B,RH,Back,R,Stretch,83.4
MIN,6/21,A's,3,Shea Langeliers,5-3,100 2,000 3,000 3,011 2,Yes,Carlos Santana,Royce Lewis,3B,RH,Fore,S,Stretch,83.4
MIN,6/21,A's,4,Max Schuemann,6-3,000 2,000 3,000 3,100 2,Yes,Carlos Santana,Carlos Correa,SS,RH,Fore,S,Short,88.5
MIN,6/21,A's,7,Miguel Andujar,5-3,000 1,000 2,000 2,100 1,Yes,Carlos Santana,Royce Lewis,3B,RH,Fore,S,Long,83.4
MIN,6/30,Mariners,3,Julio Rodriguez,5-3,000 1,000 2,000 2,100 1,Yes,Carlos Santana,Royce Lewis,3B,RH,Fore,S,Long,83.4
MIN,6/30,Mariners,8,JP Crawford,5-3,000 0,000 1,000 1,100 0,Yes,Carlos Santana,Royce Lewis,3B,RH,Back,S,Stretch,83.4
MIN,7/5,Astros,4,Jeremy Pena,6-3,000 0,000 1,000 1,100 0,Yes,Carlos Santana,Carlos Correa,SS,RH,Back,S,Short,88.5
MIN,7/5,Astros,9,Yainer Diaz,5-3,000 1,000 2,000 2,100 1,Yes,Carlos Santana,Brooks Lee,3B,RH,Back,S,Short,81.5
MIN,7/12,Giants,4,Thairo Estrada,6-3,000 2,000 3,000 3,100 2,Yes,Carlos Santana,Carlos Correa,SS,RH,Back,S,Long,88.5
MIN,7/20,Brewers,8,William Contreras,6-3,010 2,000 3,000 3,010 2 +1,Yes,Carlos Santana,Willi Castro,SS,RH,Back,S,Short,86.7
MIN,7/21,Brewers,7,William Contreras,5-3,000 2,000 3,000 3,100 2,Yes,Carlos Santana,Brooks Lee,3B,RH,Back,S,Long,81.5
MIN,7/27,Tigers,5,Javier Baez,5-3,000 2,000 3,000 3,100 2,Yes,Carlos Santana,Jose Miranda,3B,RH,Fore,L,Short,81.2
MIN,7/30,Mets,8,Brandon Nimmo,1B,000 2,100 2,100 2,100 2,Yes,Carlos Santana,Willi Castro,2B,RH,Back,S,Long,84.6
MIN,8/5,Cubs,8,Miguel Amaya,5-3,000 1,000 2,000 2,100 1,Yes,Carlos Santana,Royce Lewis,3B,RH,Back,S,Long,83.4
MIN,8/6,Cubs,4,Nico Hoerner,1B,000 0,100 0,100 0,100 0,Yes,Carlos Santana,Jose Miranda,3B,RH,Back,S,Long,81.2
MIN,8/9,Guardians,3,Will Brennan,E5,000 2,100 2,000 3,100 2,No,Carlos Santana,Royce Lewis,3B,RH,Back,S,Stretch,83.4
MIN,8/16,Rangers,9,Carson Kelly,6-3,000 1,000 2,000 2,100 1,Yes,Carlos Santana,Willi Castro,SS,RH,Back,S,Long,86.7
MIN,8/27,Braves,3,Orlando Arcia,6-3,000 0,000 1,000 1,100 0,Yes,Carlos Santana,Willi Castro,SS,RH,Back,S,Long,86.7
MIN,8/28,Braves,3,Sean Murphy,5-3,000 0,000 1,000 1,100 0,Yes,Carlos Santana,Jose Miranda,3B,RH,Fore,S,Short,81.2
MIN,8/28,Braves,8,Ramon Laureano,1B,000 2,000 3,000 3,100 2,Yes,Carlos Santana,Willi Castro,SS,RH,Back,S,Long,86.7
MIN,8/30,Blue Jays,1,Vladimir Guerrero Jr,6-3,000 2,000 3,000 3,100 2,Yes,Carlos Santana,Willi Castro,SS,RH,Fore,L,Long,86.7
MIN,9/7,Royals,8,Tommy Pham,1B E6,110 1,101 1 +1,111 1,101 1 +1,No,Kyle Farmer,Brooks Lee,SS,RH,Fore,S,Stretch,81.5
MIN,9/19,Guardians,2,Lane Thomas,1B,000 0,100 0,100 0,100 0,Yes,Carlos Santana,Willi Castro,SS,RH,Back,S,Long,86.7
MIN,9/26,Marlins,1,Jonah Bride,1B,010 2,101 2,101 2,010 2 +1,Yes,Carlos Santana,Willi Castro,3B,RH,Back,S,Long,89.7
MIN,9/26,Marlins,6,Otto Lopez,5-3,000 0,000 1,000 1,100 0,Yes,Carlos Santana,Willi Castro,3B,RH,Back,S,Stretch,89.7
MIN,9/28,Orioles,7,Anthony Santander,4-3,001 2,000 3,000 3,010 2 +1,Yes,Carlos Santana,Edouard Julien,2B,RH,Fore,S,Long,79.8
NYM,3/31,Brewers,4,Brice Turang,4-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Jeff McNeil,2B,RH,Fore,S,Short,78.7
NYM,4/1,Tigers,8,Carson Kelly,6-4-3 DP,100 1,000 3,000 3,010 2,Yes,Pete Alonso,Joey Wendle,2B,RH,Back,S,Short,79.6
NYM,4/4,Tigers,3,Gio Urshela,1B,000 1,100 1,100 1,100 1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Long,82.8
NYM,4/4,Tigers,4,Matt Vierling,6-3,110 0,011 1,011 1,011 0 +1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Short,82.8
NYM,4/6,Reds,3,Jeimer Candelario,5-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Brett Baty,3B,RH,Back,S,Short,84.1
NYM,4/8,Braves,6,Ronald Acuna Jr,5-3,010 1,010 2,010 2,010 1 +1,Yes,Pete Alonso,Brett Baty,3B,RH,Back,R,Short,84.1
NYM,4/11,Braves,2,Adam Duvall,4-6 FC,100 1,100 2,100 2,010 2,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Stretch,82.8
NYM,4/11,Braves,8,Adam Duvall,1B,101 2,110 2 +1,110 2 +1,011 2 +1,Yes,Pete Alonso,Brett Baty,3B,RH,Back,R,Long,84.1
NYM,4/13,Royals,7,Nelson Velazquez,6-3,000 2,000 3,000 3,100 2,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Long,82.8
NYM,4/16,Pirates,8,Jared Triolo,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Joey Wendle,3B,RH,Back,S,Stretch,79.6
NYM,4/19,Dodgers,6,Will Smith,E5,000 0,100 0,100 0,100 0,Yes,Pete Alonso,Joey Wendle,3B,RH,Back,R,Stretch,79.6
NYM,4/21,Dodgers,7,Gavin Lux,6-3,010 2,000 3,000 3,010 2 +1,Yes,Pete Alonso,Joey Wendle,SS,RH,Back,S,Stretch,79.6
NYM,4/21,Dodgers,8,Will Smith,5-3,100 2,000 3,000 3,011 2,Yes,Pete Alonso,Brett Baty,3B,RH,Back,S,Long,84.1
NYM,4/22,Giants,8,Nick Ahmed,4-3,000 2,000 3,000 3,100 2,Yes,Pete Alonso,Jeff McNeil,2B,RH,Back,S,Short,78.7
NYM,4/24,Giants,5,Austin Slater,1B,000 1,100 1,100 1,100 1,Yes,Pete Alonso,Brett Baty,3B,RH,Fore,R,Stretch,84.1
NYM,4/24,Giants,9,LaMonte Wade Jr,1B,000 1,100 1,100 1,100 1,No,Pete Alonso,Jeff McNeil,2B,RH,Fore,R,Stretch,78.7
NYM,4/26,Cardinals,6,Nolan Gorman,6-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Short,82.8
NYM,4/27,Cardinals,5,Paul Goldschmidt,1B,000 1,100 1,000 2,100 1,No,Pete Alonso,Francisco Lindor,SS,RH,Fore,S,Long,82.8
NYM,4/27,Cardinals,5,Nolan Arenado,6-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Long,82.8
NYM,5/3,Rays,2,Amed Rosario,1B,000 0,100 0,100 0,100 0,Yes,Pete Alonso,Jeff McNeil,2B,RH,Back,R,Short,78.7
NYM,5/5,Rays,5,Alex Jackson,5-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Brett Baty,3B,RH,Back,S,Short,84.1
NYM,5/5,Rays,7,Amed Rosario,1B,000 1,100 1,100 1,100 1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Fore,L,Long,82.8
NYM,5/6,Cardinals,2,Dylan Carlson,6-3,000 0,000 1,000 1,100 0,Yes,DJ Stewart,Francisco Lindor,SS,RH,Back,S,Short,82.8
NYM,5/7,Cardinals,4,Brandon Crawford,5-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Brett Baty,3B,RH,Back,S,Short,84.1
NYM,5/10,Braves,4,Travis d'Arnaud,5-4-3 DP,110 0,001 2,001 2,010 1 +1,Yes,Pete Alonso,Jeff McNeil,2B,RH,Back,S,Short,78.7
NYM,5/11,Braves,2,Travis d'Arnaud,6-4-3 DP,100 1,000 3,000 3,010 2,Yes,Pete Alonso,Jeff McNeil,2B,RH,Back,S,Short,78.7
NYM,5/15,Phillies,6,Kyle Schwarber,1B E4,010 2,010 2 +1,000 3,010 2 +1,No,Pete Alonso,Jeff McNeil,2B,RH,Fore,L,Long,78.7
NYM,5/17,Marlins,1,Josh Bell,6-3 DP,100 1,000 3,000 3,010 2,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,R,Short,82.8
NYM,5/18,Marlins,9,Bryan De La Cruz,1B,100 1,110 1,110 1,011 1,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Long,86.6
NYM,5/20,Guardians,4,Brayan Rocchio,6-3,010 2,000 3,000 3,010 2 +1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Long,82.8
NYM,5/20,Guardians,8,Tyler Freeman,6-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Francisco Lindor,SS,RH,Fore,S,Short,82.8
NYM,5/21,Guardians,4,Will Brennan,6-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,R,Short,82.8
NYM,5/22,Guardians,1,Tyler Freeman,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,L,Short,86.6
NYM,5/22,Guardians,3,Brayan Rocchio,6-3,000 2,000 3,000 3,100 2,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Short,82.8
NYM,5/24,Giants,4,Luis Matos,6-3,001 0,000 1 +1,000 1 +1,010 0 +1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Short,82.8
NYM,5/25,Giants,8,Luis Matos,6-4 FC,100 0,100 1,100 1,010 1,Yes,Pete Alonso,Jeff McNeil,2B,RH,Back,S,Short,78.7
NYM,5/25,Giants,9,Curt Casali,5-3,000 2,000 3,000 3,100 2,Yes,Pete Alonso,Brett Baty,3B,RH,Fore,S,Long,84.1
NYM,5/28,Dodgers,9,Miguel Rojas,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Short,86.6
NYM,5/31,Diamondbacks,2,Corbin Carroll,6-3,000 2,000 3,000 3,100 2,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Stretch,82.8
NYM,5/31,Diamondbacks,3,Ketel Marte,5-4 FC E4,101 1,010 2 +1,000 3,010 2 +1,No,Pete Alonso,Jeff McNeil,2B,RH,Back,R,Short,78.7
NYM,5/31,Diamondbacks,8,Eugenio Suarez,5-3,100 2,000 3,000 3,011 2,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Short,86.6
NYM,6/1,Diamondbacks,6,Eugenio Suarez,5-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,R,Short,86.6
NYM,6/5,Nationals,3,Jacob Young,1B,000 2,100 2,100 2,100 2,Yes,Pete Alonso,Jose Iglesias,2B,RH,Fore,S,Long,77.6
NYM,6/5,Nationals,5,Keibert Ruiz,6-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,R,Short,82.8
NYM,6/11,Marlins,6,Nick Gordon,6-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Long,82.8
NYM,6/14,Padres,4,Fernando Tatis Jr,6-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Short,82.8
NYM,6/21,Cubs,4,Dansby Swanson,6-3,000 2,000 3,000 3,100 2,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Long,82.8
NYM,6/21,Cubs,9,David Bote,1B,000 1,100 1,100 1,100 1,Yes,Pete Alonso,Jose Iglesias,2B,RH,Back,S,Long,77.6
NYM,6/23,Cubs,4,Michael Busch,6-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Short,82.8
NYM,6/23,Cubs,6,Miguel Amaya,1B,000 0,100 0,100 0,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Long,86.6
NYM,6/26,Yankees,1,Anthony Volpe,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,R,Long,86.6
NYM,7/1,Nationals,7,Keibert Ruiz,1B,000 1,100 1,100 1,100 1,Yes,Pete Alonso,Jose Iglesias,2B,RH,Back,R,Long,77.6
NYM,7/2,Nationals,3,Nick Senzel,1B,000 0,100 0,100 0,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Long,86.6
NYM,7/13,Rockies,2,Brenton Doyle,1B,000 1,100 1,100 1,100 1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Fore,S,Short,82.8
NYM,7/14,Rockies,5,Charlie Blackmon,6-3,100 1,010 2,010 2,011 1,Yes,Mark Vientos,Francisco Lindor,SS,RH,Back,S,Stretch,82.8
NYM,7/21,Marlins,7,Bryan De La Cruz,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Stretch,86.6
NYM,7/30,Twins,2,Austin Martin,6-3,000 2,000 3,000 3,100 2,Yes,Pete Alonso,Francisco Lindor,SS,RH,Fore,S,Short,82.8
NYM,7/31,Twins,9,Manuel Margot,6-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Long,82.8
NYM,8/3,Angels,2,Matt Thaiss,6-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,R,Short,82.8
NYM,8/3,Angels,4,Brandon Drury,6-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Stretch,82.8
NYM,8/5,Cardinals,5,Nolan Arenado,5-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Jose Iglesias,3B,RH,Back,S,Short,79.6
NYM,8/7,Rockies,2,Elias Diaz,5-3,100 2,000 3,000 3,011 2,Yes,Pete Alonso,Jose Iglesias,3B,RH,Back,S,Long,79.6
NYM,8/7,Rockies,6,Brendan Rodgers,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Jose Iglesias,3B,RH,Back,S,Long,79.6
NYM,8/7,Rockies,8,Kris Bryant,5-3,000 2,000 3,000 3,100 2,Yes,Pete Alonso,Jose Iglesias,3B,RH,Back,S,Short,79.6
NYM,8/9,Mariners,6,Randy Arozarena,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Stretch,86.6
NYM,8/18,Orioles,8,Emmanuel Rivera,4-3,011 2,000 3,000 3,010 2 +2,Yes,Pete Alonso,Jose Iglesias,2B,RH,Fore,S,Long,77.6
NYM,8/21,Orioles,5,Eloy Jimenez,4-3,000 2,000 3,000 3,100 2,Yes,Pete Alonso,Jose Iglesias,2B,RH,Back,S,Long,77.6
NYM,8/23,Padres,1,Manny Machado,1B,000 2,100 2,100 2,100 2,Yes,Pete Alonso,Francisco Lindor,SS,RH,Fore,S,Long,82.8
NYM,8/25,Padres,8,Xander Bogaerts,1B,000 2,100 2,100 2,100 2,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Stretch,82.8
NYM,8/29,Diamondbacks,1,Geraldo Perdomo,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Jose Iglesias,3B,RH,Back,S,Long,79.6
NYM,9/1,White Sox,2,Andrew Vaughn,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Long,86.6
NYM,9/10,Blue Jays,1,George Springer,1B,000 0,100 0,100 0,100 0,Yes,Pete Alonso,Eddy Alvarez,2B,RH,Back,S,Long,78
NYM,9/15,Phillies,7,Alec Bohm,5-3,000 1,000 2,000 2,100 1,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Long,86.6
NYM,9/17,Nationals,7,Keibert Ruiz,4-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Eddy Alvarez,2B,RH,Back,S,Long,78
NYM,9/20,Phillies,6,JT Realmuto,1B,010 2,101 2,101 2,010 2 +1,Yes,Pete Alonso,Luisangel Acuna,SS,RH,Back,S,Long,85.6
NYM,9/27,Brewers,2,Blake Perkins,E6,000 1,100 1,000 2,100 1,No,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Stretch,82.8
NYM,9/27,Brewers,4,Jackson Chourio,1B,011 2,101 2 +1,101 2 +1,010 2 +2,Yes,Pete Alonso,Jose Iglesias,2B,RH,Back,S,Long,77.6
NYM,9/27,Brewers,4,Gary Sanchez,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Long,86.6
NYM,9/27,Brewers,6,Gary Sanchez,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,S,Stretch,86.6
NYM,9/27,Brewers,6,Jackson Chourio,6-3,010 2,000 3,000 3,010 2 +1,Yes,Pete Alonso,Francisco Lindor,SS,RH,Back,S,Stretch,82.8
NYM,9/29,Brewers,1,Brice Turang,5-3,000 0,000 1,000 1,100 0,Yes,Pete Alonso,Mark Vientos,3B,RH,Back,R,Short,86.6
NYY,3/28,Astros,9,Yordan Alvarez,1B,100 1,110 1,110 1,011 1,Yes,Anthony Rizzo,Gleyber Torres,2B,LH,Back,L,Long,75.2
NYY,3/30,Astros,2,Yainer Diaz,E5,000 1,100 1,000 2,100 1,No,Anthony Rizzo,Oswaldo Cabrera,3B,LH,Back,S,Stretch,80.5
NYY,4/2,Diamondbacks,2,Ketel Marte,6-3,000 2,000 3,000 3,100 2,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Back,S,Long,81.2
NYY,4/2,Diamondbacks,7,Ketel Marte,E5,000 0,001 0,000 1,001 0,No,Anthony Rizzo,Oswaldo Cabrera,3B,LH,Back,L,Stretch,80.5
NYY,4/5,Blue Jays,4,Justin Turner,E5,000 1,100 2,100 2,100 2,Yes,Anthony Rizzo,Jon Berti,3B,LH,Fore,R,Short,82
NYY,4/5,Blue Jays,4,Bo Bichette,5-3,000 0,000 1,000 1,100 0,Yes,Anthony Rizzo,Jon Berti,3B,LH,Fore,S,Short,82
NYY,4/7,Blue Jays,8,Kevin Kiermaier,6-3,000 0,000 1,000 1,100 0,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Fore,S,Short,81.2
NYY,4/8,Marlins,9,Nick Fortes,5-3,000 0,000 1,000 1,100 0,Yes,Anthony Rizzo,Jon Berti,3B,LH,Back,S,Short,82
NYY,4/10,Marlins,9,Nick Fortes,E6,110 1,110 1 +1,011 2,110 1 +1,No,Anthony Rizzo,Anthony Volpe,SS,LH,Back,S,Stretch,81.2
NYY,4/14,Guardians,1,Tyler Freeman,E3,000 1,100 1,000 2,100 1,No,Anthony Rizzo,Oswaldo Cabrera,3B,LH,Fore,S,Short,80.5
NYY,4/14,Guardians,9,Steven Kwan,4-6 FC,100 1,100 2,100 2,010 2,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Fore,R,Stretch,81.2
NYY,4/17,Blue Jays,2,Vladimir Guerrero Jr,5-3,011 2,000 3,000 3,010 2 +2,Yes,Anthony Rizzo,Oswaldo Cabrera,3B,LH,Back,S,Long,80.5
NYY,4/17,Blue Jays,9,Vladimir Guerrero Jr,6-3,010 2,000 3,000 3,010 2 +1,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Back,S,Short,81.2
NYY,4/19,Rays,7,Ben Rortvedt,1B,000 1,100 1,100 1,010 1,Yes,Anthony Rizzo,Oswaldo Cabrera,3B,LH,Fore,R,Long,80.5
